caso_id,tomo,tipo_cambio,metodo,old_outcome,new_outcome,old_vp,new_vp,old_n,new_n,old_pet,new_pet,new_firma
329_p94,329,mejora_gano_firma,reversa_con_firma,otro,originaria,sin_firma,mixed,0,7,"Por lo expuesto esta ejecución fiscal, tal como lo disponen ","Por ello, se resuelve: I. Declarar procedente el recurso ord",ENRIQUE SANTIAGO PETRACCHI (en disidencia) — ELENA I. HIGHTON DE NOLASCO (según 
329_p385,329,mejora_gano_firma,reversa_con_firma,otro,confirma,sin_firma,mixed,0,7,"de conformidad con el régimen de las leyes citadas, y había ","Por ello, oído el señor Procurador Fiscal subrogante, se dec",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (según su voto) — CARLO
329_p1066,329,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,mixed,0,7,"Por ello, como regla, carece de sentido señalar que los prof","Por ello, y lo dictaminado por el señor Procurador Fiscal, s",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLO
329_p1092,329,mejora_gano_firma,reversa_con_firma,abstracto,hace_lugar,sin_firma,disidencia,0,2,"En consecuencia, revisar la doctrina jurisprudencial que fun","Por ello, y oído el señor Procurador Fiscal, se declara impr",CARMEN M. ARGIBAY (en disidencia parcial) — GABRIEL B. CHAUSOVSKY — CARLOS M. PE
329_p1191,329,mejora_gano_firma,reversa_con_firma,otro,desestima,sin_firma,segun_su_voto,0,6,"Por ello, como regla, carece de sentido señalar que los prof","Por ello, oído el señor Procurador Fiscal, se desestima la q",ENRIQUE SANTIAGO PETRACCHI — CARLOS S. FAYT (según su voto) — JUAN CARLOS MAQUED
329_p1703,329,cambio_outcome,reversa_con_firma,otro,revoca,disidencia,disidencia,7,7,"Por ello, y habida cuenta de que no aparecen como irrazonabl","Por ello, se declaran admisibles los recursos ordinarios de ",ENRIQUE SANTIAGO PETRACCHI (en disidencia parcial) — ELENA I. HIGHTON DE NOLASCO
329_p1862,329,mejora_gano_firma,reversa_con_firma,otro,originaria,sin_firma,segun_su_voto,0,7,"En consecuencia, corresponde rechazar la excepción de falta ","Por ello, se resuelve: I. Rechazar la excepción de falta de ",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (según
329_p1930,329,cambio_vp,reversa_con_firma,otro,otro,unanime,disidencia,7,7,"Por ello, el Tribunal, por mayoría, resuelve: confirmar las ","Por ello, el Tribunal, por mayoría, resuelve: confirmar la s",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p1998,329,cambio_outcome,reversa_con_firma,otro,revoca,segun_su_voto,segun_su_voto,7,7,"En consecuencia, al considerar extemporáneo el recurso de qu","Por ello, y lo dictaminado por el señor Procurador Fiscal, s",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p2631,329,cambio_outcome,reversa_con_firma,otro,hace_lugar,mixed,mixed,7,7,"Por ello, si bien es cierto que las causales de recusación d","Por ello, y oído el señor Procurador Fiscal, se hace lugar a",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (según
329_p2688,329,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,6,"En consecuencia, de las constancias de la causa no surge la ","Por ello, se decide: Hacer lugar a la demanda seguida por Ra",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p2810,329,cambio_outcome,reversa_con_firma,otro,competencia,disidencia,disidencia,7,7,"En consecuencia, la causa deberá quedar radicada ante el juz","Por ello, oído el señor Procurador Fiscal subrogante, se dec",ENRIQUE SANTIAGO PETRACCHI (en disidencia) — ELENA I. HIGHTON DE NOLASCO — CARLO
329_p2897,329,mejora_mas_jueces,reversa_con_firma,otro,procedente,unanime,disidencia,6,7,"Por ello, se rechaza lo solicitado a fs. 81/83. Notifíquese ","Por ello, se declara procedente el recurso extraordinario y ",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLO
329_p3148,329,cambio_outcome,reversa_con_firma,otro,hace_lugar,mixed,mixed,9,9,"En consecuencia, el fallo recurrido resulta arbitrario en lo","Por ello, oído el señor Procurador Fiscal, se hace lugar a l",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLO
329_p3235,329,mejora_gano_firma,reversa_con_firma,otro,desestima,sin_firma,unanime,0,1,"En consecuencia, se abre este interrogante ¿qué importancia ","Por todo ello, y de conformidad con lo dictaminado por el se",O. TAZZA (según su voto) — LUIS CÉSAR OTERO — ANTONIO PACILIO — ANGEL A. ARGAÑAR
329_p3568,329,mejora_mas_jueces,reversa_con_firma,hace_lugar,otro,disidencia,segun_su_voto,2,6,"Por ello, por mayoría, se hace lugar a la queja, se declara ","Por ello, se declara improcedente el recurso extraordinario ",ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — JUAN 
329_p3680,329,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,7,"En consecuencia, mediante la previsión contenida en el art. ","Por ello, oído el señor Procurador Fiscal, se hace lugar a l",ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — CARLO
329_p3806,329,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,mixed,0,6,"en consecuencia, la de los actos posteriores a aquéllas, por","Por ello, se resuelve: Rechazar la demanda entablada por Rob",ENRIQUE SANTIAGO PETRACCHI — CARLOS S. FAYT — JUAN CARLOS MAQUEDA — E. RAÚL ZAFF
329_p4026,329,cambio_outcome,reversa_con_firma,competencia,hace_lugar,disidencia,disidencia,7,7,"En consecuencia corresponde dar cauce al remedio deducido, r","Por ello, oído el señor Procurador Fiscal subrogante, se hac",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en di
329_p4178,329,cambio_outcome,reversa_con_firma,originaria,otro,disidencia,disidencia,5,5,"Por ello, se resuelve: I.– Declarar que la presente causa co","Por ello, se decide: Hacer lugar a la demanda, declarar la i",EDUARDO MOLINÉ O’CONNOR — AUGUSTO CÉSAR BELLUSCIO — ENRIQUE SANTIAGO PETRACCHI —
329_p4593,329,cambio_outcome,reversa_con_firma,otro,procedente,disidencia,disidencia,7,7,"En consecuencia, al conceder el recurso extraordinario lo ha",Por ello y lo concordemente dictaminado por el señor Procura,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p4770,329,mejora_mas_jueces,reversa_con_firma,otro,otro,unanime,disidencia,5,7,"Por ello, se deja sin efecto, respecto de esta queja, lo res","Por ello, se resuelve: Hacer lugar a la queja, declarar proc",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en di
329_p4944,329,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,mixed,0,7,"Por lo expuesto, se justiprecia el valor vida en $ 240.000, ","Por ello, se decide: I.– Hacer lugar a la demanda seguida po",ENRIQUE SANTIAGO PETRACCHI (en disidencia parcial) — ELENA I. HIGHTON DE NOLASCO
329_p5078,329,cambio_outcome,reversa_con_firma,otro,procedente,segun_su_voto,segun_su_voto,5,5,"En consecuencia, corresponde hacer lugar al agravio del Esta","Por ello, se declara procedente el recurso extraordinario y ",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p5123,329,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"Por ello, si bien el desapoderamiento dispuesto por el art. ","Por ello, y lo concordemente dictaminado por el señor Procur",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (en disidencia parcial)
329_p5310,329,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"por ello, respuesta a los planteos que formuló la parte en d","Por ello, y habiendo dictaminado el señor Procurador General",ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p5903,329,mejora_gano_firma,reversa_con_firma,otro,procedente,sin_firma,unanime,0,1,de conformidad con el procedimiento previsto por el art. 11 ,"Por ello, oído el señor Procurador General, se declara proce",CARLOS S. FAYT.
329_p5994,329,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,5,"En consecuencia, la denegación de la vía casatoria se apoyó ","Por ello, y lo dictaminado en sentido concordante por el señ",ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — JUAN 
329_p6087,329,mejora_mas_jueces,reversa_con_firma,otro,otro,unanime,disidencia,5,6,"Por ello, se declaran procedentes los recursos extraordinari","Por ello, Acordaron: 1º) Crear en el ámbito de la Corte Supr","el libro correspondiente, por ante mí, que doy fe. — ENRIQUE SANTIAGO PETRACCHI "
330_p76,330,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"Por ello, planteó ante el Superior Tribunal de Justicia una ","Por ello, oído el señor Procurador Fiscal subrogante, se hac",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S
330_p251,330,mejora_gano_firma,reversa_con_firma,otro,originaria,sin_firma,segun_su_voto,0,5,"De conformidad con lo previsto por el art. 24, inc. 7°, últi","Por ello, Se Resuelve: I.– Dejar sin efecto la excusación de",RICARDO LUIS LORENZETTI — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CAR
330_p563,330,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,7,"Por lo expuesto, cabe admitir la responsabilidad del club or","Por ello, se decide: I. Hacer lugar a la demanda seguida por",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (CON AMPLIACIÓN DE FUNDAME
330_p1135,330,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,segun_su_voto,0,7,De conformidad con las previsiones contenidas en la ley 24.6,Por ello y de conformidad con lo dictaminado por la señora P,RICARDO LUIS LORENZETTI (según su voto) — ELENA I. HIGHTON DE NOLASCO — CARLOS S
330_p1191,330,mejora_mas_jueces,reversa_con_firma,competencia,procedente,unanime,disidencia,5,7,De conformidad con lo dictaminado por la señora Procuradora ,"Por ello, se declara procedente el recurso extraordinario y ",RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO (en diside
330_p1309,330,mejora_mas_jueces,reversa_con_firma,procedente,otro,unanime,segun_su_voto,6,7,"Por ello, se declara procedente el recurso ordinario de la a","Por ello, Acordaron: I. Aprobar el reglamento sobre los escr","el libro correspondiente, por ante mí, que doy fe. — RICARDO LUIS LORENZETTI — E"
330_p1478,330,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,mixed,0,7,"En consecuencia, calificó el hecho por el cual fuera condena","Por ello, oído el señor Procurador Fiscal, se hace lugar a l",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S
330_p1950,330,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,5,de conformidad con lo dispuesto en el segundo párrafo del ar,"Por ello, Se Resuelve: Avocar las actuaciones, dejar sin efe",RICARDO LUIS LORENZETTI — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CAR
330_p2049,330,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,6,Por todo ello pide que se declare la improcedencia de la pre,"Por ello, y de conformidad con lo dictaminado por el señor P",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disid
330_p2478,330,cambio_outcome,reversa_con_firma,otro,originaria,segun_su_voto,segun_su_voto,7,7,"En consecuencia, la Provincia de San Juan resulta ser respon","Por ello, oído el señor Procurador Fiscal, se resuelve: I.– ",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (según su
330_p2685,330,REGRESION_menos_jueces,reversa_con_firma,hace_lugar,hace_lugar,mixed,unanime,6,1,"Por ello, y lo concordemente dictaminado por el señor Procur","Por ello, y oído el señor Procurador Fiscal, se hace lugar a",ELENA I. HIGHTON DE NOLASCO. Considerando: 1º) Que el trabajador reclamó a la de
330_p2748,330,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,7,"Por ello expresa que, a partir de ese momento, se encontró i","Por ello, y lo dispuesto por el art. 1112 y concordantes del",RICARDO LUIS LORENZETTI (en disidencia parcial) — ELENA I. HIGHTON DE NOLASCO — 
330_p3160,330,mejora_gano_firma,reversa_con_firma,otro,abstracto,sin_firma,mixed,0,7,"Por lo expuesto, surge un campo de tensión en la satisfacció","Por ello, oído el señor Procurador General de la Nación y co",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S
330_p3248,330,mejora_gano_firma,reversa_con_firma,otro,procedente,sin_firma,disidencia,0,6,Por ello tratándose el sub lite de la investigación de esa c,Por ello se declara procedente el recurso extraordinario y s,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disid
330_p3409,330,REGRESION_menos_jueces,reversa_con_firma,desestima,desestima,mixed,unanime,10,3,"Por ello, y lo concordemente dictaminado por la señora Procu","Por ello, se desestima la queja. Declárase perdido el depósi",CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA.
330_p4263,330,cambio_outcome,reversa_con_firma,procedente,otro,unanime,segun_su_voto,5,5,"Por ello, se declara procedente el recurso extraordinario, s","Por ello, Acordaron: I. Hacer saber a las cámaras federales ","el libro correspondiente, por ante mí, que doy fe. RICARDO LUIS LORENZETTI — ELE"
330_p5294,330,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,mixed,0,6,Por ello fue condenado a una pena única de siete años y seis,"Por ello, se hace lugar a la queja, se declara procedente el",ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI (según
330_p5306,330,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,7,"En consecuencia, los daños cuyo resarcimiento se reclama son","Por ello, se resuelve: Hacer lugar parcialmente a los recurs",RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disid
331_p622,331,cambio_outcome,reversa_con_firma,desestima,otro,mixed,mixed,7,7,"Por ello, se desestima la queja. Intímese a la recurrente pa",de conformidad con lo prescripto en la acordada 47/91. Notif,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Carlos S
331_p718,331,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,mixed,0,7,"Por ello, solicita que se declaren erróneos los criterios in","Por ello y oído el señor Procurador General, se hace lugar p",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p819,331,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,mixed,0,6,"Por estas razones, cabe concluir que en la sentencia atacada","Por ello, y lo concordemente dictaminado por la señora Procu",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
331_p856,331,mejora_mas_jueces,reversa_con_firma,otro,procedente,unanime,disidencia,5,6,Por los fundamentos y conclusiones del dictamen del señor Pr,"Por ello y habiendo dictaminado el señor Procurador Fiscal, ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p1040,331,mejora_gano_firma,reversa_con_firma,otro,revoca,sin_firma,mixed,0,6,de conformidad con los decretos 762/2002 y 1242/2002. Señala,"Por ello y habiendo dictaminado el señor Procurador General,",Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Enrique 
331_p1123,331,mejora_gano_firma,reversa_con_firma,otro,revoca,sin_firma,segun_su_voto,0,7,"de conformidad con los arts. 16; 75, incs. 22 y 23 de la Con","Por ello, habiendo dictaminado el señor Procurador General, ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su
331_p1412,331,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,5,"Por ello, pudo ser dictado este régimen en uso de las atribu","Por ello, y de conformidad con lo dictaminado por el señor P",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p1530,331,mejora_gano_firma,reversa_con_firma,otro,revoca,sin_firma,segun_su_voto,0,7,Por ello corresponde transcribir los términos del editorial ,"Por ello, y lo concordemente dictaminado por el señor Procur",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
331_p1596,331,REGRESION_menos_jueces,reversa_con_firma,hace_lugar,hace_lugar,disidencia,unanime,7,1,"Por ello, se hace lugar a la queja y al recurso extraordinar","Por ello, se hace lugar a la queja, se declara procedente el",Carlos S. Fayt.
331_p1690,331,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,7,"En consecuencia, el aquí actor, pese a no haber sido condena","Por ello, se decide: Hacer lugar a la demanda seguida por Sa",Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — 
331_p1815,331,mejora_gano_firma,reversa_con_firma,otro,procedente,sin_firma,disidencia,0,6,"Por todo lo expuesto, resulta incontrastable que el art. 4º ","Por ello, oída la señora Procuradora Fiscal, se declara proc",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
331_p1942,331,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"por ello, desde el momento en que el Estado organiza el serv","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p2006,331,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,mixed,0,7,"En consecuencia, la cuestión debatida en autos es el conteni","Por ello, y oído el señor Procurador General, se declara for",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p2325,331,mejora_mas_jueces,reversa_con_firma,revoca,hace_lugar,unanime,disidencia,6,7,"Por ello, de conformidad con lo dictaminado por la señora Pr","Por ello, y oído el señor Procurador Fiscal, se hace lugar a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p2406,331,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,disidencia,0,7,"Por estas razones, concluyó que no correspondía al profesion","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p2550,331,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,segun_su_voto,0,6,"Por ello, técnicamente hablando, el término perito no puede ","Por todo ello, el Tribunal declara procedente el recurso ord",Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S
331_p2638,331,mejora_gano_firma,reversa_con_firma,otro,otro,sin_firma,segun_su_voto,0,5,"En consecuencia, aduce que no corresponde imputar al Estado ","Por ello, de conformidad con lo dictaminado por la señora Pr",Elena I. Highton de Nolasco (según su voto) — Carlos S. Fayt — Enrique Santiago 
331_p2691,331,mejora_gano_firma,reversa_con_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,7,"Por ello, a los fines del sub lite, interesa particularmente","Por ello, se hace lugar a la queja, y al recurso extraordina",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p111,332,mejora_gano_firma,reversa_con_firma,otro,procedente,sin_firma,disidencia,0,7,por ello ha interpretado que el art. 18 de la Constitución n,"Por ello, oída la señora Procuradora Fiscal, se declara proc",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
332_p433,332,mejora_gano_firma,reversa_con_firma,otro,procedente,sin_firma,segun_su_voto,0,7,"En consecuencia, es menester advertir que los agravios relat","Por ello, y de conformidad con lo dictaminado por el señor P",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su
332_p979,332,cambio_outcome,reversa_con_firma,hace_lugar,otro,disidencia,disidencia,7,7,"Por ello, se hace lugar a la queja, se declara procedente el",de conformidad con lo dispuesto por la acordada 47/91. Agrég,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
